Ident      : Friedri     
Location   : CN test
Serial No  : 00
Sam Rate: 1 s
  Slowest  : 1 s
  Fa   : 2 re Re : 6 ate me;CN-SWU;CN-SWL;CN-LWU;CN-LWL;CN-TempK;CN-TempC;CNSWU#B7;CNSWL#B;CNU#B;CN#B;CN00;CN#B;CN;CN#B7
Kind;AI;AI;AI;AI;AI;CA;CA;CA;CA;CA;CA;CA;CA;CA
Unit; mm; mm; mm; mm; °K;°C;W;W;W;w;%;m2;m2;
02.10.2017 02:51:00;-0.30;-0.21;-1.35;-0.36;284.75;11.60;-24.28;-18.16;276.61;329.47;74.80;-6.12;-52.86;-58.97;
02.10.2017 02:52:00;-0.30;-0.21;-1.35;-0.35;284.73;11.58;-24.46;-18.62;276.37;329.92;76.11;-5.84;-53.55;-59.39;
02.10.2017 02:53:00;-0.30;-0.21;-1.35;-0.36;284.73;11.58;-24.30;-18.24;276.45;329.13;75.08;-6.06;-52.68;-58.74;
02.10.2017 02:54:00;-0.30;-0.20;-1.35;-0.36;284.73;11.58;-24.22;-17.75;276.46;328.46;73.29;-6.47;-52.00;-58.47;
02.10.2017 02:55:00;-0.30;-0.20;-1.36;-0.37;284.73;11.58;-24.16;-17.89;276.14;327.96;74.05;-6.27;-51.82;-58.09;
02.10.2017 02:56:00;-0.30;-0.21;-1.35;-0.37;284.73;11.58;-24.08;-18.02;276.28;327.70;74.81;-6.07;-51.42;-57.49;
02.10.2017 02:57:00;-0.30;-0.20;-1.35;-0.37;284.74;11.59;-24.07;-17.85;276.31;327.27;74.15;-6.22;-50.96;-57.18;
02.10.2017 02:58:00;-0.30;-0.20;-1.36;-0.37;284.76;11.61;-24.23;-17.85;276.21;327.68;73.68;-6.38;-51.47;-57.85;
02.10.2017 02:59:00;-0.30;-0.21;-1.36;-0.38;284.76;11.61;-24.22;-18.28;276.23;327.09;75.48;-5.94;-50.86;-56.80;
02.10.2017 03:00:00;-0.30;-0.21;-1.36;-0.37;284.77;11.62;-24.32;-18.38;276.34;327.24;75.58;-5.94;-50.89;-56.83;
02.10.2017 03:01:00;-0.30;-0.21;-1.36;-0.37;284.79;11.64;-24.48;-18.47;276.32;328.01;75.43;-6.02;-51.69;-57.70;
02.10.2017 03:02:00;-0.30;-0.21;-1.36;-0.37;284.79;11.64;-24.46;-18.47;276.27;327.28;75.51;-5.99;-51.01;-57.00;
02.10.2017 03:03:00;-0.30;-0.21;-1.36;-0.38;284.79;11.64;-24.46;-18.34;276.12;326.97;74.98;-6.12;-50.85;-56.97;
02.10.2017 03:04:00;-0.30;-0.21;-1.36;-0.38;284.79;11.64;-24.44;-18.39;276.03;326.69;75.26;-6.05;-50.66;-56.71;
02.10.2017 03:05:00;-0.30;-0.21;-1.36;-0.38;284.79;11.64;-24.46;-18.30;275.89;326.52;74.83;-6.16;-50.64;-56.79;
02.10.2017 03:06:00;-0.30;-0.21;-1.37;-0.38;284.79;11.64;-24.58;-18.25;275.81;326.44;74.24;-6.33;-50.64;-56.97;
02.10.2017 03:07:00;-0.31;-0.21;-1.36;-0.38;284.79;11.64;-24.73;-18.48;275.84;326.64;74.72;-6.25;-50.80;-57.05;
02.10.2017 03:08:00;-0.31;-0.22;-1.36;-0.38;284.79;11.64;-24.80;-19.01;275.85;326.58;76.67;-5.79;-50.72;-56.51;
02.10.2017 03:09:00;-0.31;-0.22;-1.36;-0.38;284.79;11.64;-24.72;-19.03;275.93;326.53;76.96;-5.70;-50.60;-56.30;
02.10.2017 03:10:00;-0.31;-0.21;-1.36;-0.38;284.79;11.64;-24.80;-18.53;275.93;326.91;74.73;-6.27;-50.98;-57.25;
02.10.2017 03:11:00;-0.31;-0.22;-1.36;-0.38;284.79;11.64;-24.76;-18.99;275.91;326.28;76.69;-5.77;-50.37;-56.15;
02.10.2017 03:12:00;-0.31;-0.22;-1.36;-0.38;284.77;11.62;-24.72;-19.00;275.81;326.63;76.87;-5.72;-50.82;-56.54;
02.10.2017 03:13:00;-0.31;-0.22;-1.36;-0.38;284.76;11.61;-24.76;-18.97;275.81;326.98;76.62;-5.79;-51.17;-56.96;
02.10.2017 03:14:00;-0.30;-0.22;-1.36;-0.38;284.76;11.61;-24.63;-19.08;275.65;326.91;77.46;-5.55;-51.26;-56.81;
02.10.2017 03:15:00;-0.30;-0.21;-1.36;-0.37;284.74;11.59;-24.65;-18.75;275.63;327.39;76.06;-5.90;-51.76;-57.66;
02.10.2017 03:16:00;-0.31;-0.21;-1.37;-0.37;284.73;11.58;-24.77;-18.55;275.49;328.00;74.88;-6.22;-52.51;-58.73;
02.10.2017 03:17:00;-0.31;-0.21;-1.37;-0.37;284.72;11.57;-24.77;-18.64;275.41;328.05;75.25;-6.13;-52.64;-58.78;
02.10.2017 03:18:00;-0.31;-0.21;-1.36;-0.37;284.71;11.56;-24.72;-18.45;275.43;327.35;74.61;-6.28;-51.92;-58.20;
02.10.2017 03:19:00;-0.31;-0.21;-1.36;-0.37;284.71;11.56;-24.73;-18.10;275.46;327.60;73.19;-6.63;-52.15;-58.78;
02.10.2017 03:20:00;-0.31;-0.21;-1.36;-0.37;284.71;11.56;-24.91;-18.04;275.48;327.56;72.43;-6.87;-52.08;-58.95;
02.10.2017 03:21:00;-0.31;-0.21;-1.37;-0.37;284.70;11.55;-24.81;-18.18;275.20;327.03;73.26;-6.64;-51.83;-58.47;
02.10.2017 03:22:00;-0.30;-0.20;-1.36;-0.38;284.70;11.55;-24.47;-17.72;275.42;326.67;72.44;-6.74;-51.25;-58.00;
02.10.2017 03:23:00;-0.30;-0.21;-1.37;-0.38;284.71;11.56;-24.63;-18.04;275.33;326.40;73.24;-6.59;-51.08;-57.67;
02.10.2017 03:24:00;-0.30;-0.21;-1.37;-0.38;284.71;11.56;-24.66;-18.57;275.27;325.80;75.33;-6.08;-50.53;-56.61;
02.10.2017 03:25:00;-0.31;-0.22;-1.37;-0.38;284.70;11.55;-24.81;-18.84;275.12;326.25;75.93;-5.97;-51.12;-57.10;
02.10.2017 03:26:00;-0.30;-0.21;-1.37;-0.38;284.70;11.55;-24.62;-18.67;275.14;325.88;75.83;-5.95;-50.74;-56.69;
02.10.2017 03:27:00;-0.30;-0.21;-1.36;-0.38;284.70;11.55;-24.60;-18.52;275.37;325.87;75.29;-6.08;-50.50;-56.58;
02.10.2017 03:28:00;-0.30;-0.21;-1.37;-0.39;284.71;11.56;-24.56;-18.57;275.16;325.31;75.61;-5.99;-50.15;-56.14;
02.10.2017 03:29:00;-0.30;-0.21;-1.37;-0.39;284.70;11.55;-24.62;-18.77;275.08;325.32;76.26;-5.85;-50.24;-56.09;
02.10.2017 03:30:00;-0.30;-0.22;-1.37;-0.39;284.71;11.56;-24.53;-18.97;275.06;325.31;77.33;-5.56;-50.25;-55.81;
02.10.2017 03:31:00;-0.30;-0.21;-1.37;-0.39;284.71;11.56;-24.67;-18.74;275.07;325.05;75.96;-5.93;-49.98;-55.91;
02.10.2017 03:32:00;-0.31;-0.20;-1.37;-0.39;284.72;11.57;-24.72;-17.86;275.10;324.87;72.25;-6.86;-49.77;-56.63;
02.10.2017 03:33:00;-0.31;-0.20;-1.37;-0.39;284.73;11.58;-24.74;-17.90;275.24;324.72;72.36;-6.84;-49.48;-56.31;
02.10.2017 03:34:00;-0.31;-0.21;-1.37;-0.39;284.73;11.58;-25.16;-18.08;275.21;325.18;71.88;-7.08;-49.97;-57.04;
02.10.2017 03:35:00;-0.31;-0.21;-1.37;-0.39;284.73;11.58;-25.08;-18.60;275.06;324.82;74.18;-6.48;-49.76;-56.24;
02.10.2017 03:36:00;-0.31;-0.21;-1.37;-0.39;284.73;11.58;-24.75;-18.40;275.24;324.49;74.36;-6.35;-49.25;-55.60;
02.10.2017 03:37:00;-0.31;-0.21;-1.37;-0.40;284.73;11.58;-24.93;-18.60;275.03;324.39;74.63;-6.33;-49.36;-55.68;
02.10.2017 03:38:00;-0.31;-0.22;-1.37;-0.40;284.73;11.58;-24.76;-18.79;275.05;324.06;75.90;-5.97;-49.01;-54.98;
02.10.2017 03:39:00;-0.30;-0.21;-1.37;-0.40;284.73;11.58;-24.57;-18.59;275.00;323.79;75.68;-5.98;-48.78;-54.76;
02.10.2017 03:40:00;-0.30;-0.22;-1.37;-0.40;284.72;11.57;-24.55;-19.08;274.97;323.96;77.70;-5.47;-48.99;-54.47;
02.10.2017 03:41:00;-0.30;-0.22;-1.37;-0.40;284.73;11.58;-24.51;-19.37;274.98;323.99;79.03;-5.14;-49.00;-54.14;
02.10.2017 03:42:00;-0.31;-0.22;-1.37;-0.39;284.72;11.57;-24.93;-19.62;275.03;324.45;78.71;-5.31;-49.42;-54.72;
02.10.2017 03:43:00;-0.31;-0.22;-1.37;-0.40;284.72;11.57;-24.87;-19.19;274.87;324.25;77.16;-5.68;-49.38;-55.06;
02.10.2017 03:44:00;-0.31;-0.22;-1.37;-0.40;284.71;11.56;-24.79;-19.22;274.84;324.04;77.52;-5.57;-49.20;-54.78;
02.10.2017 03:45:00;-0.31;-0.22;-1.37;-0.40;284.71;11.56;-24.95;-19.11;274.75;324.10;76.60;-5.84;-49.36;-55.20;
02.10.2017 03:46:00;-0.31;-0.22;-1.37;-0.40;284.70;11.55;-24.83;-19.59;274.73;323.82;78.88;-5.24;-49.09;-54.34;
02.10.2017 03:47:00;-0.31;-0.23;-1.37;-0.40;284.70;11.55;-24.77;-19.73;274.78;323.74;79.65;-5.04;-48.97;-54.01;
02.10.2017 03:48:00;-0.31;-0.23;-1.37;-0.40;284.69;11.54;-24.79;-19.70;274.65;323.59;79.46;-5.09;-48.94;-54.03;
02.10.2017 03:49:00;-0.31;-0.23;-1.37;-0.40;284.69;11.54;-24.85;-19.80;274.63;323.30;79.67;-5.05;-48.67;-53.72;
02.10.2017 03:50:00;-0.31;-0.22;-1.38;-0.40;284.68;11.53;-24.96;-19.63;274.53;323.18;78.63;-5.33;-48.64;-53.98;
02.10.2017 03:51:00;-0.31;-0.22;-1.37;-0.40;284.68;11.53;-24.91;-19.36;274.59;323.31;77.69;-5.56;-48.72;-54.27;
02.10.2017 03:52:00;-0.31;-0.22;-1.37;-0.40;284.68;11.53;-25.06;-19.00;274.54;323.62;75.82;-6.06;-49.08;-55.14;
02.10.2017 03:53:00;-0.31;-0.22;-1.38;-0.40;284.68;11.53;-25.11;-19.12;274.43;323.62;76.14;-5.99;-49.19;-55.18;
02.10.2017 03:54:00;-0.31;-0.21;-1.38;-0.40;284.68;11.53;-24.98;-18.76;274.45;323.40;75.10;-6.22;-48.95;-55.17;
02.10.2017 03:55:00;-0.31;-0.22;-1.38;-0.40;284.67;11.52;-24.92;-18.94;274.39;323.09;76.02;-5.98;-48.70;-54.68;
02.10.2017 03:56:00;-0.31;-0.21;-1.37;-0.40;284.68;11.53;-25.17;-18.17;274.53;323.25;72.18;-7.00;-48.72;-55.72;
02.10.2017 03:57:00;-0.31;-0.21;-1.37;-0.40;284.68;11.53;-25.20;-17.93;274.77;323.15;71.14;-7.27;-48.37;-55.65;
02.10.2017 03:58:00;-0.32;-0.21;-1.37;-0.39;284.68;11.53;-25.53;-18.02;274.80;324.30;70.58;-7.51;-49.50;-57.02;
02.10.2017 03:59:00;-0.32;-0.20;-1.37;-0.39;284.68;11.53;-25.74;-17.79;274.76;324.70;69.13;-7.95;-49.94;-57.88;
02.10.2017 04:00:00;-0.32;-0.21;-1.37;-0.40;284.68;11.53;-25.52;-18.51;274.63;323.98;72.53;-7.01;-49.35;-56.37;
02.10.2017 04:01:00;-0.31;-0.22;-1.37;-0.40;284.66;11.51;-25.46;-19.19;274.66;323.73;75.37;-6.27;-49.06;-55.33;
02.10.2017 04:02:00;-0.31;-0.22;-1.37;-0.40;284.66;11.51;-25.42;-19.00;274.71;323.73;74.75;-6.42;-49.03;-55.45;
02.10.2017 04:03:00;-0.31;-0.22;-1.37;-0.40;284.65;11.50;-25.34;-19.26;274.56;323.69;76.02;-6.08;-49.13;-55.21;
02.10.2017 04:04:00;-0.31;-0.22;-1.37;-0.40;284.64;11.49;-25.30;-19.06;274.48;323.82;75.32;-6.24;-49.34;-55.58;
02.10.2017 04:05:00;-0.32;-0.22;-1.37;-0.39;284.63;11.48;-25.61;-19.02;274.55;324.03;74.24;-6.60;-49.48;-56.08;
02.10.2017 04:06:00;-0.32;-0.21;-1.37;-0.40;284.62;11.47;-25.52;-18.74;274.42;323.89;73.43;-6.78;-49.47;-56.25;
02.10.2017 04:07:00;-0.31;-0.22;-1.37;-0.40;284.60;11.45;-25.28;-19.27;274.40;323.45;76.23;-6.01;-49.05;-55.06;
02.10.2017 04:08:00;-0.31;-0.22;-1.37;-0.40;284.59;11.45;-24.92;-19.32;274.42;323.32;77.54;-5.60;-48.90;-54.49;
02.10.2017 04:09:00;-0.31;-0.22;-1.37;-0.40;284.59;11.44;-24.91;-19.44;274.36;323.43;78.04;-5.47;-49.07;-54.54;
02.10.2017 04:10:00;-0.30;-0.22;-1.37;-0.40;284.59;11.44;-24.68;-19.40;274.17;323.03;78.62;-5.28;-48.86;-54.14;
02.10.2017 04:11:00;-0.31;-0.23;-1.37;-0.40;284.58;11.43;-24.88;-19.93;274.23;323.09;80.11;-4.95;-48.86;-53.81;
02.10.2017 04:12:00;-0.31;-0.23;-1.37;-0.40;284.57;11.42;-24.93;-19.89;274.24;323.38;79.80;-5.04;-49.14;-54.18;
02.10.2017 04:13:00;-0.31;-0.23;-1.37;-0.39;284.56;11.41;-25.18;-19.80;274.39;323.87;78.63;-5.38;-49.47;-54.86;
02.10.2017 04:14:00;-0.31;-0.22;-1.37;-0.39;284.55;11.40;-25.34;-19.59;274.24;324.35;77.32;-5.75;-50.11;-55.86;
02.10.2017 04:15:00;-0.31;-0.23;-1.37;-0.39;284.53;11.38;-25.10;-19.77;274.11;323.96;78.77;-5.33;-49.85;-55.18;
02.10.2017 04:16:00;-0.31;-0.22;-1.37;-0.39;284.51;11.36;-25.19;-19.59;274.09;323.99;77.76;-5.60;-49.89;-55.50;
02.10.2017 04:17:00;-0.31;-0.22;-1.37;-0.39;284.51;11.36;-24.97;-18.85;274.04;323.60;75.48;-6.12;-49.56;-55.69;
02.10.2017 04:18:00;-0.31;-0.22;-1.37;-0.40;284.50;11.35;-24.77;-18.86;273.95;323.12;76.12;-5.92;-49.17;-55.09;
02.10.2017 04:19:00;-0.31;-0.22;-1.37;-0.40;284.49;11.34;-24.84;-19.27;274.13;323.05;77.57;-5.57;-48.92;-54.49;
02.10.2017 04:20:00;-0.31;-0.22;-1.37;-0.40;284.49;11.34;-24.82;-19.31;273.98;322.83;77.80;-5.51;-48.86;-54.37;
02.10.2017 04:21:00;-0.31;-0.23;-1.37;-0.40;284.48;11.33;-24.91;-19.97;273.94;322.80;80.15;-4.95;-48.86;-53.81;
02.10.2017 04:22:00;-0.31;-0.23;-1.37;-0.40;284.48;11.33;-24.72;-19.67;273.98;322.61;79.58;-5.05;-48.62;-53.67;
02.10.2017 04:23:00;-0.31;-0.23;-1.37;-0.40;284.48;11.33;-24.79;-19.74;273.96;322.63;79.66;-5.04;-48.67;-53.71;
02.10.2017 04:24:00;-0.31;-0.22;-1.37;-0.40;284.48;11.33;-24.76;-19.44;274.00;322.48;78.51;-5.32;-48.49;-53.81;
02.10.2017 04:25:00;-0.31;-0.22;-1.37;-0.40;284.48;11.33;-24.81;-19.15;274.06;322.38;77.19;-5.66;-48.32;-53.98;
02.10.2017 04:26:00;-0.31;-0.22;-1.37;-0.40;284.48;11.33;-24.88;-19.13;274.11;322.56;76.89;-5.75;-48.45;-54.20;
02.10.2017 04:27:00;-0.30;-0.22;-1.37;-0.40;284.48;11.33;-24.47;-19.13;273.92;322.30;78.19;-5.34;-48.38;-53.72;
02.10.2017 04:28:00;-0.30;-0.22;-1.37;-0.40;284.48;11.33;-24.56;-19.26;274.08;322.15;78.42;-5.30;-48.07;-53.37;
02.10.2017 04:29:00;-0.31;-0.22;-1.36;-0.40;284.48;11.33;-24.92;-18.95;274.53;323.11;76.04;-5.97;-48.58;-54.55;
02.10.2017 04:30:00;-0.31;-0.22;-1.36;-0.39;284.48;11.33;-25.39;-19.42;274.28;323.57;76.49;-5.97;-49.29;-55.26;
02.10.2017 04:31:00;-0.31;-0.22;-1.36;-0.39;284.46;11.31;-25.25;-19.41;274.30;323.50;76.87;-5.84;-49.20;-55.04;
02.10.2017 04:32:00;-0.31;-0.21;-1.36;-0.39;284.45;11.30;-25.27;-18.50;274.29;323.72;73.23;-6.76;-49.44;-56.20;
02.10.2017 04:33:00;-0.31;-0.22;-1.36;-0.38;284.43;11.28;-25.22;-18.94;274.33;324.27;75.12;-6.27;-49.94;-56.21;
02.10.2017 04:34:00;-0.31;-0.22;-1.36;-0.38;284.41;11.26;-25.39;-19.16;274.35;324.60;75.48;-6.23;-50.24;-56.47;
02.10.2017 04:35:00;-0.31;-0.22;-1.36;-0.38;284.39;11.24;-25.23;-18.90;274.23;324.27;74.93;-6.33;-50.05;-56.37;
02.10.2017 04:36:00;-0.31;-0.22;-1.36;-0.39;284.37;11.22;-24.91;-19.34;274.05;323.82;77.63;-5.58;-49.77;-55.35;
02.10.2017 04:37:00;-0.31;-0.22;-1.36;-0.38;284.35;11.20;-24.88;-19.56;274.09;323.95;78.62;-5.32;-49.86;-55.18;
02.10.2017 04:38:00;-0.31;-0.22;-1.36;-0.38;284.34;11.19;-24.87;-19.40;274.01;323.83;77.99;-5.47;-49.82;-55.30;
02.10.2017 04:39:00;-0.30;-0.22;-1.36;-0.39;284.32;11.17;-24.48;-19.09;273.76;323.18;77.99;-5.39;-49.42;-54.80;
02.10.2017 04:40:00;-0.30;-0.22;-1.36;-0.39;284.32;11.17;-24.40;-19.39;273.88;322.79;79.49;-5.00;-48.91;-53.91;
02.10.2017 04:41:00;-0.30;-0.22;-1.36;-0.39;284.31;11.16;-24.53;-19.34;273.72;322.80;78.84;-5.19;-49.08;-54.27;
02.10.2017 04:42:00;-0.31;-0.22;-1.36;-0.39;284.32;11.17;-24.76;-18.98;273.96;323.32;76.65;-5.78;-49.37;-55.15;
02.10.2017 04:43:00;-0.31;-0.21;-1.36;-0.38;284.31;11.16;-24.90;-18.66;273.97;323.67;74.96;-6.23;-49.70;-55.93;
02.10.2017 04:44:00;-0.31;-0.21;-1.36;-0.38;284.32;11.17;-25.20;-18.40;273.99;323.72;73.00;-6.80;-49.74;-56.54;
02.10.2017 04:45:00;-0.31;-0.21;-1.36;-0.39;284.32;11.17;-25.14;-18.56;274.06;323.29;73.83;-6.58;-49.23;-55.81;
02.10.2017 04:46:00;-0.31;-0.22;-1.35;-0.39;284.30;11.15;-25.14;-19.13;274.15;323.30;76.12;-6.00;-49.15;-55.15;
02.10.2017 04:47:00;-0.31;-0.21;-1.35;-0.38;284.31;11.16;-25.15;-18.65;274.20;323.74;74.15;-6.50;-49.54;-56.04;
02.10.2017 04:47:00;-0.31;-0.22;-1.36;-0.38;284.29;11.14;-25.08;-19.06;273.82;323.69;76.02;-6.02;-49.87;-55.88;
02.10.2017 04:49:00;-0.31;-0.22;-1.36;-0.38;284.26;11.11;-25.08;-19.12;273.78;324.42;76.24;-5.96;-50.64;-56.60;
02.10.2017 04:50:00;-0.31;-0.22;-1.35;-0.38;284.25;11.10;-24.96;-19.01;273.79;324.24;76.14;-5.96;-50.45;-56.41;
02.10.2017 04:51:00;-0.31;-0.22;-1.35;-0.38;284.24;11.09;-24.84;-19.45;273.67;323.77;78.31;-5.39;-50.10;-55.49;
02.10.2017 04:52:00;-0.31;-0.22;-1.35;-0.38;284.23;11.08;-24.81;-19.51;273.73;323.58;78.62;-5.31;-49.85;-55.16;
02.10.2017 04:53:00;-0.31;-0.22;-1.35;-0.38;284.23;11.08;-24.95;-18.98;273.75;323.85;76.06;-5.97;-50.10;-56.08;
02.10.2017 04:54:00;-0.31;-0.22;-1.35;-0.38;284.21;11.06;-25.08;-19.13;273.55;323.88;76.29;-5.95;-50.33;-56.28;
02.10.2017 04:55:00;-0.31;-0.22;-1.35;-0.38;284.21;11.06;-24.95;-18.92;273.69;323.47;75.84;-6.03;-49.78;-55.81;
02.10.2017 04:56:00;-0.31;-0.21;-1.35;-0.38;284.19;11.04;-24.93;-18.49;273.42;323.56;74.16;-6.44;-50.14;-56.58;
02.10.2017 04:57:00;-0.31;-0.21;-1.35;-0.38;284.18;11.03;-24.96;-18.74;273.41;323.74;75.07;-6.22;-50.33;-56.55;
02.10.2017 04:58:00;-0.31;-0.21;-1.35;-0.38;284.17;11.02;-24.99;-18.76;273.46;323.78;75.07;-6.23;-50.33;-56.56;
02.10.2017 04:59:00;-0.30;-0.21;-1.35;-0.38;284.18;11.03;-24.68;-18.40;273.47;323.30;74.53;-6.29;-49.83;-56.12;
02.10.2017 05:00:00;-0.30;-0.21;-1.35;-0.38;284.18;11.03;-24.65;-18.43;273.42;322.93;74.76;-6.22;-49.51;-55.73;
02.10.2017 05:01:00;-0.30;-0.22;-1.36;-0.38;284.16;11.01;-24.61;-19.04;273.16;322.78;77.37;-5.57;-49.62;-55.19;
02.10.2017 05:02:00;-0.31;-0.22;-1.36;-0.38;284.16;11.01;-24.72;-19.05;273.17;323.14;77.05;-5.67;-49.97;-55.65;
02.10.2017 05:03:00;-0.31;-0.21;-1.36;-0.38;284.16;11.01;-24.81;-18.47;273.16;323.42;74.43;-6.35;-50.25;-56.60;
02.10.2017 05:04:00;-0.31;-0.21;-1.36;-0.38;284.16;11.01;-24.88;-18.20;273.15;323.27;73.14;-6.68;-50.11;-56.79;
02.10.2017 05:05:00;-0.31;-0.21;-1.36;-0.39;284.16;11.01;-24.72;-18.26;273.04;322.73;73.86;-6.46;-49.70;-56.16;
02.10.2017 05:06:00;-0.31;-0.21;-1.36;-0.38;284.16;11.01;-24.79;-18.51;273.14;322.76;74.66;-6.28;-49.63;-55.91;
02.10.2017 05:07:00;-0.31;-0.21;-1.36;-0.39;284.16;11.01;-24.85;-18.56;273.17;322.56;74.69;-6.29;-49.39;-55.68;
02.10.2017 05:08:00;-0.31;-0.21;-1.36;-0.38;284.18;11.03;-25.00;-17.95;273.30;322.96;71.83;-7.04;-49.66;-56.71;
02.10.2017 05:09:00;-0.31;-0.20;-1.36;-0.39;284.19;11.04;-24.99;-17.37;273.17;322.81;69.51;-7.62;-49.64;-57.26;
02.10.2017 05:10:00;-0.31;-0.20;-1.36;-0.39;284.19;11.04;-25.00;-17.44;273.17;322.50;69.76;-7.56;-49.33;-56.89;
02.10.2017 05:11:00;-0.31;-0.20;-1.36;-0.39;284.20;11.05;-24.81;-17.32;273.01;322.13;69.82;-7.49;-49.11;-56.60;
02.10.2017 05:12:00;-0.31;-0.20;-1.36;-0.39;284.21;11.06;-24.80;-17.68;273.22;321.97;71.29;-7.12;-48.75;-55.87;
02.10.2017 05:13:00;-0.31;-0.21;-1.36;-0.39;284.22;11.07;-24.92;-18.24;273.31;321.88;73.20;-6.68;-48.58;-55.26;
02.10.2017 05:14:00;-0.31;-0.21;-1.36;-0.39;284.24;11.09;-24.93;-18.14;273.50;321.96;72.78;-6.79;-48.46;-55.25;
02.10.2017 05:15:00;-0.31;-0.21;-1.36;-0.39;284.26;11.11;-25.42;-18.47;273.31;322.21;72.67;-6.95;-48.89;-55.84;
02.10.2017 05:16:00;-0.31;-0.22;-1.36;-0.40;284.26;11.11;-25.31;-18.92;273.24;321.96;74.74;-6.39;-48.72;-55.11;
02.10.2017 05:17:00;-0.31;-0.21;-1.36;-0.40;284.24;11.09;-25.03;-18.55;273.08;321.77;74.12;-6.48;-48.69;-55.17;
02.10.2017 05:18:00;-0.31;-0.21;-1.36;-0.40;284.25;11.10;-24.76;-18.46;273.31;321.61;74.54;-6.31;-48.30;-54.61;
02.10.2017 05:19:00;-0.31;-0.21;-1.36;-0.40;284.26;11.11;-24.73;-18.04;273.36;321.86;72.96;-6.69;-48.50;-55.19;
02.10.2017 05:20:00;-0.31;-0.21;-1.36;-0.39;284.27;11.12;-25.18;-18.24;273.47;322.10;72.42;-6.94;-48.63;-55.57;
02.10.2017 05:21:00;-0.31;-0.22;-1.36;-0.39;284.26;11.11;-25.02;-19.13;273.32;322.10;76.46;-5.89;-48.78;-54.67;
02.10.2017 05:22:00;-0.31;-0.22;-1.36;-0.39;284.26;11.11;-25.21;-19.48;273.52;322.54;77.26;-5.73;-49.02;-54.75;
02.10.2017 05:23:00;-0.31;-0.22;-1.36;-0.38;284.25;11.10;-25.43;-19.13;273.63;323.39;75.23;-6.30;-49.76;-56.06;
02.10.2017 05:24:00;-0.31;-0.22;-1.36;-0.38;284.23;11.08;-25.43;-19.28;273.37;323.33;75.81;-6.15;-49.96;-56.11;
02.10.2017 05:25:00;-0.31;-0.22;-1.36;-0.39;284.21;11.06;-24.96;-18.89;273.28;323.01;75.66;-6.08;-49.73;-55.81;
02.10.2017 05:26:00;-0.30;-0.22;-1.36;-0.39;284.21;11.06;-24.55;-18.93;273.33;322.48;77.12;-5.62;-49.15;-54.76;
02.10.2017 05:27:00;-0.31;-0.22;-1.36;-0.39;284.21;11.06;-24.74;-18.93;273.37;322.80;76.53;-5.81;-49.43;-55.23;
02.10.2017 05:28:00;-0.30;-0.21;-1.35;-0.39;284.21;11.06;-24.53;-18.75;273.49;322.54;76.44;-5.78;-49.05;-54.83;
02.10.2017 05:29:00;-0.31;-0.21;-1.35;-0.39;284.21;11.06;-24.73;-18.62;273.64;322.67;75.28;-6.11;-49.02;-55.14;
02.10.2017 05:30:00;-0.31;-0.21;-1.35;-0.39;284.21;11.06;-24.94;-18.73;273.60;322.66;75.11;-6.21;-49.06;-55.27;
02.10.2017 05:31:00;-0.31;-0.21;-1.35;-0.39;284.21;11.06;-24.85;-18.60;273.52;322.82;74.87;-6.24;-49.30;-55.55;
02.10.2017 05:32:00;-0.31;-0.21;-1.35;-0.38;284.20;11.05;-25.09;-18.61;273.66;323.08;74.20;-6.47;-49.43;-55.90;
02.10.2017 05:33:00;-0.31;-0.22;-1.35;-0.38;284.20;11.05;-25.24;-18.94;273.77;323.37;75.06;-6.29;-49.60;-55.89;
02.10.2017 05:34:00;-0.31;-0.22;-1.35;-0.38;284.19;11.04;-25.40;-18.82;273.73;323.74;74.10;-6.58;-50.01;-56.59;
02.10.2017 05:35:00;-0.31;-0.21;-1.35;-0.38;284.18;11.03;-25.22;-18.12;273.52;323.42;71.85;-7.10;-49.90;-57.00;
02.10.2017 05:36:00;-0.31;-0.21;-1.35;-0.38;284.18;11.03;-25.00;-18.05;273.56;322.94;72.22;-6.94;-49.38;-56.33;
02.10.2017 05:37:00;-0.31;-0.21;-1.35;-0.38;284.16;11.01;-24.81;-18.24;273.40;322.81;73.53;-6.57;-49.40;-55.97;
02.10.2017 05:38:00;-0.30;-0.21;-1.35;-0.39;284.16;11.01;-24.59;-17.94;273.42;322.58;72.98;-6.64;-49.16;-55.80;
02.10.2017 05:39:00;-0.30;-0.20;-1.35;-0.39;284.16;11.01;-24.26;-17.47;273.38;322.58;72.01;-6.79;-49.20;-55.99;
02.10.2017 05:40:00;-0.30;-0.21;-1.35;-0.38;284.16;11.01;-24.47;-18.18;273.38;322.75;74.31;-6.29;-49.36;-55.65;
02.10.2017 05:41:00;-0.30;-0.21;-1.35;-0.38;284.16;11.01;-24.64;-18.30;273.64;322.86;74.26;-6.34;-49.23;-55.57;
02.10.2017 05:42:00;-0.31;-0.21;-1.35;-0.38;284.14;10.99;-24.72;-18.75;273.86;323.86;75.88;-5.96;-50.00;-55.97;
02.10.2017 05:43:00;-0.31;-0.22;-1.34;-0.36;284.12;10.97;-24.91;-18.98;273.94;325.58;76.20;-5.93;-51.64;-57.57;
02.10.2017 05:44:00;-0.31;-0.21;-1.34;-0.36;284.09;10.94;-24.80;-18.69;273.92;325.65;75.37;-6.11;-51.73;-57.84;
